================================================================================
  J/L/P 파일 중국어(한자) 문자 완전 비교 분석 보고서
  생성일시: 2026-04-22 00:36:16
================================================================================

[1/5] J파일 텍스트 추출 중...
  J 원본: 1,036,441자 / J 최종본: 1,038,941자

[2/5] L파일 텍스트 추출 중...
  L 원본: 628,016자 / L 수동완료: 629,360자

[3/5] P파일 텍스트 추출 중...
  P 파일: 313,122자
  P 대체파일 존재함, 추출 중...
  P 대체파일: 313,122자

[4/5] J파일 중국어 문자 비교 분석...

================================================================================
  [J파일] 중국어(한자) 문자 완전 비교 분석
================================================================================

원본 중국어 문자 종류: 5,475개
최종본 중국어 문자 종류: 5,475개
원본 중국어 문자 총 출현: 141,326회
최종본 중국어 문자 총 출현: 141,240회
출현 차이: -86회

--- 중국어 문자 종류 변화 ---
원본에만 있는 문자 (삭제됨): 0개
최종본에만 있는 문자 (추가됨): 0개
공통 문자: 5475개

--- 중국어 문자 출현 빈도 변화 (공통 문자) ---
문자   코드               원본      최종본       차이 상태      
  俪  U+4FEA            3        3       +0 동일
  鶆  U+9D86            1        1       +0 동일
  緑  U+7DD1            2        2       +0 동일
  珀  U+73C0            2        2       +0 동일
  荟  U+835F            1        1       +0 동일
  虑  U+8651           11       11       +0 동일
  嘶  U+5636            4        4       +0 동일
  铃  U+94C3           13       13       +0 동일
  蘭  U+862D            5        5       +0 동일
  轴  U+8F74           17       17       +0 동일
  芹  U+82B9           12       12       +0 동일
  猴  U+7334            7        7       +0 동일
  咯  U+54AF            5        5       +0 동일
  映  U+6620            1        1       +0 동일
  兜  U+515C            2        2       +0 동일
  爛  U+721B            1        1       +0 동일
  蔽  U+853D            2        2       +0 동일
  颣  U+98A3            2        2       +0 동일
  苛  U+82DB            4        4       +0 동일
  贵  U+8D35           15       15       +0 동일
  裝  U+88DD            2        2       +0 동일
  姑  U+59D1           10       10       +0 동일
  饷  U+9977            1        1       +0 동일
  酿  U+917F            2        2       +0 동일
  蜂  U+8702            5        5       +0 동일
  轰  U+8F70            9        9       +0 동일
  簩  U+7C29            1        1       +0 동일
  鮟  U+9B9F            1        1       +0 동일
  洏  U+6D0F            2        2       +0 동일
  𨱍  U+28C4D           5        5       +0 동일
  輬  U+8F2C            1        1       +0 동일
  備  U+5099            3        3       +0 동일
  隶  U+96B6           12       12       +0 동일
  弹  U+5F39           28       28       +0 동일
  籍  U+7C4D           10       10       +0 동일
  凓  U+51D3            2        2       +0 동일
  淪  U+6DEA            1        1       +0 동일
  拖  U+62D6            5        5       +0 동일
  卧  U+5367            2        2       +0 동일
  俸  U+4FF8            4        4       +0 동일
  讫  U+8BAB            1        1       +0 동일
  滕  U+6ED5            1        1       +0 동일
  雅  U+96C5            3        3       +0 동일
  搬  U+642C            2        2       +0 동일
  镳  U+9573            5        5       +0 동일
  乐  U+4E50          113      113       +0 동일
  凋  U+51CB            3        3       +0 동일
  俷  U+4FF7            2        2       +0 동일
  前  U+524D           60       60       +0 동일
  蓏  U+84CF            2        2       +0 동일
  莊  U+838A            3        3       +0 동일
  㰀  U+3C00            4        4       +0 동일
  殮  U+F9A5            2        2       +0 동일
  弩  U+5F29            4        4       +0 동일
  駐  U+99D0            1        1       +0 동일
  赠  U+8D60            4        4       +0 동일
  畓  U+7553            1        1       +0 동일
  钝  U+949D            6        6       +0 동일
  丐  U+4E10            4        4       +0 동일
  卸  U+5378            1        1       +0 동일
  嶺  U+5DBA            3        3       +0 동일
  由  U+7531           45       45       +0 동일
  家  U+5BB6          270      270       +0 동일
  抬  U+62AC            1        1       +0 동일
  當  U+7576            3        3       +0 동일
  纖  U+7E96            3        3       +0 동일
  樟  U+6A1F            2        2       +0 동일
  城  U+57CE           49       49       +0 동일
  鹨  U+9E68            3        3       +0 동일
  垂  U+5782           17       17       +0 동일
  历  U+5386           94       94       +0 동일
  浓  U+6D53            5        5       +0 동일
  湾  U+6E7E            6        6       +0 동일
  止  U+6B62           18       18       +0 동일
  奉  U+5949            5        5       +0 동일
  民  U+6C11           78       78       +0 동일
  彈  U+5F48            4        4       +0 동일
  找  U+627E           27       27       +0 동일
  证  U+8BC1           18       18       +0 동일
  咱  U+54B1           17       17       +0 동일
  掩  U+63A9            1        1       +0 동일
  跑  U+8DD1           24       24       +0 동일
  梳  U+68B3            2        2       +0 동일
  另  U+53E6           49       49       +0 동일
  廣  U+5EE3            3        3       +0 동일
  庖  U+5E96            1        1       +0 동일
  闲  U+95F2           10       10       +0 동일
  輓  U+8F13            1        1       +0 동일
  挝  U+631D            1        1       +0 동일
  笔  U+7B14           30       30       +0 동일
  櫪  U+6AEA            1        1       +0 동일
  琏  U+740F            2        2       +0 동일
  爹  U+7239            4        4       +0 동일
  吏  U+540F           13       13       +0 동일
  骑  U+9A91            3        3       +0 동일
  浒  U+6D52            2        2       +0 동일
  蘿  U+F910            2        2       +0 동일
  奥  U+5965           10       10       +0 동일
  榭  U+69AD            1        1       +0 동일
  拓  U+62D3            4        4       +0 동일
  瞌  U+778C            3        3       +0 동일
  睾  U+777E            2        2       +0 동일
  嗽  U+55FD            1        1       +0 동일
  矿  U+77FF           13       13       +0 동일
  她  U+5979           83       83       +0 동일
  爱  U+7231           33       33       +0 동일
  摧  U+6467            3        3       +0 동일
  會  U+6703           11       11       +0 동일
  匝  U+531D            1        1       +0 동일
  撑  U+6491            1        1       +0 동일
  遵  U+9075            7        7       +0 동일
  候  U+5019           29       29       +0 동일
  莸  U+83B8            2        2       +0 동일
  饸  U+9978            1        1       +0 동일
  岁  U+5C81           19       19       +0 동일
  鷯  U+9DEF            1        1       +0 동일
  驻  U+9A7B            1        1       +0 동일
  鱸  U+9C78            1        1       +0 동일
  揭  U+63ED            6        6       +0 동일
  徊  U+5F8A            1        1       +0 동일
  撕  U+6495            2        2       +0 동일
  襟  U+895F           11       11       +0 동일
  安  U+5B89           42       42       +0 동일
  希  U+5E0C           10       10       +0 동일
  颖  U+9896            2        2       +0 동일
  限  U+9650            4        4       +0 동일
  貸  U+8CB8            1        1       +0 동일
  晦  U+6666            4        4       +0 동일
  蕊  U+854A            1        1       +0 동일
  益  U+76CA           10       10       +0 동일
  挡  U+6321            4        4       +0 동일
  佐  U+4F50            1        1       +0 동일
  妆  U+5986            6        6       +0 동일
  鑭  U+946D            1        1       +0 동일
  嚷  U+56B7            2        2       +0 동일
  钏  U+948F            1        1       +0 동일
  宵  U+5BB5           17       17       +0 동일
  董  U+8463            3        3       +0 동일
  壟  U+58DF            1        1       +0 동일
  者  U+8005           68       68       +0 동일
  蒜  U+849C            4        4       +0 동일
  勒  U+52D2           45       45       +0 동일
  惹  U+60F9            6        6       +0 동일
  椎  U+690E            2        2       +0 동일
  态  U+6001           24       24       +0 동일
  沫  U+6CAB            8        8       +0 동일
  顽  U+987D            3        3       +0 동일
  實  U+5BE6            4        4       +0 동일
  績  U+7E3E            1        1       +0 동일
  娠  U+5A20            1        1       +0 동일
  迎  U+8FCE           10       10       +0 동일
  鸞  U+9E1E            2        2       +0 동일
  裢  U+88E2            2        2       +0 동일
  桉  U+6849            1        1       +0 동일
  谱  U+8C31           17       17       +0 동일
  拮  U+62EE            1        1       +0 동일
  戚  U+621A            5        5       +0 동일
  镏  U+954F            9        9       +0 동일
  撞  U+649E            2        2       +0 동일
  缎  U+7F0E            4        4       +0 동일
  耮  U+802E            1        1       +0 동일
  考  U+8003           27       27       +0 동일
  脚  U+811A           55       55       +0 동일
  纚  U+7E9A            1        1       +0 동일
  替  U+66FF            7        7       +0 동일
  讯  U+8BAF            7        7       +0 동일
  浆  U+6D46            5        5       +0 동일
